event_id,timestamp,email_id,subject,body,sender,original_label,classification,confidence,mitre_tactic,mitre_technique_id,mitre_technique_name,severity,has_suspicious_link,has_urgency,has_credential_request,classified_at
5852d407-a0c0-4038-9bd2-3888bb3a2731,2026-02-11T16:25:01.812997,76,Office closure notice,The office will be closed Monday for the holiday. See you Tuesday!,admin@company.com,legitimate,legitimate,0.6636115318705997,,,Legitimate Email,none,False,False,False,2026-02-11T16:35:00.061559
4bd63cff-d679-48c1-b551-a6a0aad592ac,2026-02-11T16:25:01.865156,77,Your prescription shipped,Your prescription order has shipped. Tracking: 1Z999AA10123456784,pharmacy@express-scripts.com,legitimate,legitimate,0.7115240327002451,,,Legitimate Email,none,False,False,False,2026-02-11T16:35:00.062454
3ad4b2ef-0d6a-4fcd-8d7e-568bb6ea7e12,2026-02-11T16:25:02.068971,81,Claim your cashback reward,You have $847.00 in unclaimed cashback! Enter bank details to receive: http://cashback-claim.biz,rewards@cashback-center.xyz,phishing,phishing,0.7342525235060732,Credential Access,T1598.003,Phishing for Information: Spearphishing Link,critical,True,False,True,2026-02-11T16:35:00.063294
5db1296c-f898-48c8-8f4d-0722515dfaba,2026-02-11T16:25:02.120024,82,Apartment maintenance notice,Water will be shut off Tuesday 9 AM - 12 PM for maintenance.,management@apartments.com,legitimate,legitimate,0.7153793405051991,,,Legitimate Email,none,False,False,False,2026-02-11T16:35:00.064224
24717d15-56e7-4533-97ec-87b81ae40157,2026-02-11T16:25:02.374049,87,Book your annual checkup,It's time for your annual physical. Schedule at patientportal.com,appointments@doctor.com,legitimate,legitimate,0.6742379052051889,,,Legitimate Email,none,False,False,False,2026-02-11T16:35:00.064956
9ab2a63b-fc00-44d4-8913-296ba03694ff,2026-02-11T16:25:02.424723,88,Freelance opportunity,Looking for freelance writers for our tech blog. $100 per article.,editor@techblog.com,legitimate,legitimate,0.6353279133923891,,,Legitimate Email,none,False,False,False,2026-02-11T16:35:00.065666
f818ee93-7508-4be9-945e-9f199c92f1b4,2026-02-11T16:25:02.632778,92,Delivery exception notice,Your FedEx package has an exception. Pay customs fee $4.99: http://fedex-customs-pay.xyz,tracking@fedex-delivery-alert.xyz,phishing,phishing,0.6130655487679062,Initial Access,T1566.002,Phishing: Spearphishing Link,high,True,False,False,2026-02-11T16:35:00.066379
97294e4e-5293-4c33-b680-d06b472f06d7,2026-02-11T16:25:02.683776,93,HOA meeting minutes,Attached are the minutes from last night's HOA meeting.,hoa@neighborhood.org,legitimate,legitimate,0.7079269800315261,,,Legitimate Email,none,False,False,False,2026-02-11T16:35:00.067064
93cc3b90-c8b2-41f1-affa-2da2df461126,2026-02-11T16:25:02.785614,95,Your Netflix password was changed,"If you didn't change your password, secure your account: http://netflix-security.tk",security@netf1ix-support.tk,phishing,phishing,0.6947712997657993,Credential Access,T1598.003,Phishing for Information: Spearphishing Link,critical,True,False,True,2026-02-11T16:35:00.067731
fbb4e1c3-60b5-4d03-9506-573710b221af,2026-02-11T16:25:02.938838,98,Claim your prize NOW,You are today's lucky visitor! Spin the wheel to claim iPhone or $1000: http://prize-spin-winner.com,winner@daily-prize.biz,phishing,phishing,0.7231428499141926,Initial Access,T1566,Phishing,medium,False,True,False,2026-02-11T16:35:00.068469
